Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.02 2029287/2029287     dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > const dlib::operator*<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >(dlib::matrix_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > const&, dlib::matrix_exp<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > const&) [70]
-----------------------------------------------
                0.00    0.81  200000/200000      void dlib::kkmeans<dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >::do_train<dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, std::allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, std::allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > >(dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, std::allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > const&, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, std::allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > > const&, long) [3]
[5]     53.7    0.00    0.81  200000         dlib::kcentroid<dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >::operator()(dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const&) const [5]
                0.02    0.69  200000/200000      dlib::kcentroid<dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >::inner_product(dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const&) const [8]
                0.00    0.10  200000/2029287     dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> >::operator()(dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const&, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const&) const [4]
                0.00    0.00  200000/200000      dlib::kcentroid<dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >::refresh_bias() const [353]
-----------------------------------------------
                0.03    0.77 2029287/2029287     dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> >::operator()(dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const&, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const&) const [4]
[6]     53.1    0.03    0.77 2029287         dlib::matrix_exp<dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >::operator double const() const [6]
                0.02    0.71 2029287/2029287     dlib::matrix<double, 1l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>::matrix<dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >(dlib::matrix_exp<dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > const&) [7]
                0.00    0.02 2029287/2080165     dlib::matrix<double, 1l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>::operator()(long) [67]
                0.01    0.01 2029287/2080165     dlib::matrix<double, 1l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>::~matrix() [73]
                0.00    0.00 2029287/8117148     dlib::matrix_exp<dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >::ref() const [428]
-----------------------------------------------
                0.02    0.71 2029287/2029287     dlib::matrix_exp<dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >::operator double const() const [6]
[7]     48.5    0.02    0.71 2029287         dlib::matrix<double, 1l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>::matrix<dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >(dlib::matrix_exp<dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > const&) [7]
                0.01    0.68 2029287/2029287     dlib::enable_if_c<dlib::ma::is_small_matrix<dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, void>::value&&(dlib::ma::is_very_small_matrix<dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, void>::value==(true)), void>::type dlib::matrix_assign<dlib::matrix<double, 1l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >(dlib::matrix<double, 1l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix_exp<dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > const&) [9]
                0.02    0.00 2029287/2080165     dlib::row_major_layout::layout<double, 1l, 1l, dlib::memory_manager_stateless_kernel_1<char>, 1>::layout() [64]
                0.00    0.00 2029287/2080165     dlib::matrix_exp<dlib::matrix<double, 1l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> >::matrix_exp() [433]
                0.00    0.00 2029287/2029287     dlib::matrix_exp<dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >::nc() const [439]
                0.00    0.00 2029287/2029287     dlib::matrix_exp<dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >::nr() const [440]
                0.00    0.00 2029287/2080165     dlib::row_major_layout::layout<double, 1l, 1l, dlib::memory_manager_stateless_kernel_1<char>, 1>::set_size(long, long) [434]
-----------------------------------------------
                0.02    0.69  200000/200000      dlib::kcentroid<dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >::operator()(dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const&) const [5]
[8]     47.0    0.02    0.69  200000         dlib::kcentroid<dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >::inner_product(dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const&) const [8]
                0.02    0.64 1320000/2029287     dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> >::operator()(dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const&, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const&) const [4]
                0.02    0.00 1320000/1320000     std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > >::operator[](unsigned long) const [71]
                0.01    0.00 1520000/2070150     std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > >::size() const [101]
                0.00    0.00 1320000/1326648     std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > >::operator[](unsigned long) const [444]
-----------------------------------------------
                0.01    0.68 2029287/2029287     dlib::matrix<double, 1l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>::matrix<dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >(dlib::matrix_exp<dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > const&) [7]
